id,AL,AK,AZ,AR,CA,CO,CT,FL,GA,ID,IL,IN,IA,KS,KY,LA,MD,MA,MI,MN,MS,MO,NE,NV,NJ,NM,NY,NC,OH,OK,OR,PA,RI,SC,TX,UT,VA,WA,WV,WI,cli,ili,hh_cmnty_cli,nohh_cmnty_cli,wearing_mask,travel_outside_state,work_outside_home,shop,restaurant,spent_time,large_event,public_transit,anxious,depressed,felt_isolated,worried_become_ill,worried_finances,tested_positive,cli,ili,hh_cmnty_cli,nohh_cmnty_cli,wearing_mask,travel_outside_state,work_outside_home,shop,restaurant,spent_time,large_event,public_transit,anxious,depressed,felt_isolated,worried_become_ill,worried_finances,tested_positive,cli,ili,hh_cmnty_cli,nohh_cmnty_cli,wearing_mask,travel_outside_state,work_outside_home,shop,restaurant,spent_time,large_event,public_transit,anxious,depressed,felt_isolated,worried_become_ill,worried_finances,tested_positive
10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8889316,0.7809198,26.9189554,21.5439154,83.9339968,11.8862871,35.8676443,62.0402433,23.1564338,44.8775757,16.7203483,1.9978917,15.0312445,12.6709595,16.8420152,52.4918315,43.7751171,13.0685272,0.8410328,0.7385124,26.3544523,20.9374284,83.4008735,11.5927885,35.9266012,62.0911973,23.6611909,44.6034737,16.6711747,2.0220022,14.535698,12.2705744,16.9152071,52.4020775,43.5346663,15.1780877,0.7811583,0.6775261,25.9597155,20.5917437,83.5271842,11.9668696,36.0449326,63.3050914,23.9987197,44.7616708,16.7976664,2.3146632,14.4261722,12.2609335,16.8530775,53.4555566,43.2154338,14.7806568
11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8410328,0.7385124,26.3544523,20.9374284,83.4008735,11.5927885,35.9266012,62.0911973,23.6611909,44.6034737,16.6711747,2.0220022,14.535698,12.2705744,16.9152071,52.4020775,43.5346663,15.1780877,0.7811583,0.6775261,25.9597155,20.5917437,83.5271842,11.9668696,36.0449326,63.3050914,23.9987197,44.7616708,16.7976664,2.3146632,14.4261722,12.2609335,16.8530775,53.4555566,43.2154338,14.7806568,0.885557,0.7898019,25.6501814,20.4772117,83.146135,12.2906005,37.0484441,62.8177812,24.2579714,44.6747407,16.604504,2.2345621,14.582836,12.3230931,16.7666227,53.3422368,42.13318,15.2567446
12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7811583,0.6775261,25.9597155,20.5917437,83.5271842,11.9668696,36.0449326,63.3050914,23.9987197,44.7616708,16.7976664,2.3146632,14.4261722,12.2609335,16.8530775,53.4555566,43.2154338,14.7806568,0.885557,0.7898019,25.6501814,20.4772117,83.146135,12.2906005,37.0484441,62.8177812,24.2579714,44.6747407,16.604504,2.2345621,14.582836,12.3230931,16.7666227,53.3422368,42.13318,15.2567446,0.9208908,0.8537597,25.064116,20.429421,83.1406786,12.9184602,37.4003348,62.9726107,24.7608598,44.8245695,16.8844083,2.0890269,14.2967454,11.7823306,15.823354,53.1511161,42.1348692,15.3424609
13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.885557,0.7898019,25.6501814,20.4772117,83.146135,12.2906005,37.0484441,62.8177812,24.2579714,44.6747407,16.604504,2.2345621,14.582836,12.3230931,16.7666227,53.3422368,42.13318,15.2567446,0.9208908,0.8537597,25.064116,20.429421,83.1406786,12.9184602,37.4003348,62.9726107,24.7608598,44.8245695,16.8844083,2.0890269,14.2967454,11.7823306,15.823354,53.1511161,42.1348692,15.3424609,0.9295106,0.8790621,25.1766239,20.2627457,83.0102414,12.5702816,37.8011568,63.3636753,24.2792085,44.7608355,17.1345546,1.9715263,14.4920332,11.9807961,15.8948824,52.4111572,42.7049157,16.666583
14,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9208908,0.8537597,25.064116,20.429421,83.1406786,12.9184602,37.4003348,62.9726107,24.7608598,44.8245695,16.8844083,2.0890269,14.2967454,11.7823306,15.823354,53.1511161,42.1348692,15.3424609,0.9295106,0.8790621,25.1766239,20.2627457,83.0102414,12.5702816,37.8011568,63.3636753,24.2792085,44.7608355,17.1345546,1.9715263,14.4920332,11.9807961,15.8948824,52.4111572,42.7049157,16.666583,0.9316519,0.8981012,25.0436423,19.9102651,82.4513188,12.4736208,37.0535236,62.595192,23.7963287,44.4403756,17.2486815,1.880523,14.5332217,11.5580829,15.90109,51.9012247,43.1496681,18.3334531
15,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9295106,0.8790621,25.1766239,20.2627457,83.0102414,12.5702816,37.8011568,63.3636753,24.2792085,44.7608355,17.1345546,1.9715263,14.4920332,11.9807961,15.8948824,52.4111572,42.7049157,16.666583,0.9316519,0.8981012,25.0436423,19.9102651,82.4513188,12.4736208,37.0535236,62.595192,23.7963287,44.4403756,17.2486815,1.880523,14.5332217,11.5580829,15.90109,51.9012247,43.1496681,18.3334531,0.9832923,0.9730546,25.3939814,19.9514466,82.3184952,12.8894266,37.3363896,62.2901251,23.9783895,44.7372246,17.1122167,1.830246,14.609679,11.7822842,16.0736842,52.0955916,42.0371862,19.2308453
16,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9316519,0.8981012,25.0436423,19.9102651,82.4513188,12.4736208,37.0535236,62.595192,23.7963287,44.4403756,17.2486815,1.880523,14.5332217,11.5580829,15.90109,51.9012247,43.1496681,18.3334531,0.9832923,0.9730546,25.3939814,19.9514466,82.3184952,12.8894266,37.3363896,62.2901251,23.9783895,44.7372246,17.1122167,1.830246,14.609679,11.7822842,16.0736842,52.0955916,42.0371862,19.2308453,1.0917114,1.0813694,25.584532,20.2165117,82.9454058,12.6900545,36.6128523,62.6317439,23.6573523,44.8180974,17.4226697,1.7410522,14.8872981,11.8479879,15.8995162,52.6269399,41.7183079,16.2834793
17,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9832923,0.9730546,25.3939814,19.9514466,82.3184952,12.8894266,37.3363896,62.2901251,23.9783895,44.7372246,17.1122167,1.830246,14.609679,11.7822842,16.0736842,52.0955916,42.0371862,19.2308453,1.0917114,1.0813694,25.584532,20.2165117,82.9454058,12.6900545,36.6128523,62.6317439,23.6573523,44.8180974,17.4226697,1.7410522,14.8872981,11.8479879,15.8995162,52.6269399,41.7183079,16.2834793,1.1296003,1.1192884,26.072756,20.5731176,83.4893226,12.4735654,36.5851124,62.2577189,23.3450293,45.1967253,17.182667,1.4936482,15.4529139,12.0728546,15.713375,52.4284872,41.6898561,18.0296455
18,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0917114,1.0813694,25.584532,20.2165117,82.9454058,12.6900545,36.6128523,62.6317439,23.6573523,44.8180974,17.4226697,1.7410522,14.8872981,11.8479879,15.8995162,52.6269399,41.7183079,16.2834793,1.1296003,1.1192884,26.072756,20.5731176,83.4893226,12.4735654,36.5851124,62.2577189,23.3450293,45.1967253,17.182667,1.4936482,15.4529139,12.0728546,15.713375,52.4284872,41.6898561,18.0296455,1.0776285,1.0875321,25.858358,20.4646178,83.7148172,12.1918259,36.4903166,62.7801692,23.2773537,45.4070411,17.4955352,1.5807113,15.7524625,12.225119,15.504033,53.0187246,42.2983324,15.6017395
19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1296003,1.1192884,26.072756,20.5731176,83.4893226,12.4735654,36.5851124,62.2577189,23.3450293,45.1967253,17.182667,1.4936482,15.4529139,12.0728546,15.713375,52.4284872,41.6898561,18.0296455,1.0776285,1.0875321,25.858358,20.4646178,83.7148172,12.1918259,36.4903166,62.7801692,23.2773537,45.4070411,17.4955352,1.5807113,15.7524625,12.225119,15.504033,53.0187246,42.2983324,15.6017395,1.0849198,1.0950034,26.6933223,21.0643762,83.4604882,12.0896827,36.4926089,62.7920724,23.067322,45.8461358,17.5655297,1.6093653,15.5481724,11.9929481,15.900325,54.2379622,41.9766692,16.4094684
20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0776285,1.0875321,25.858358,20.4646178,83.7148172,12.1918259,36.4903166,62.7801692,23.2773537,45.4070411,17.4955352,1.5807113,15.7524625,12.225119,15.504033,53.0187246,42.2983324,15.6017395,1.0849198,1.0950034,26.6933223,21.0643762,83.4604882,12.0896827,36.4926089,62.7920724,23.067322,45.8461358,17.5655297,1.6093653,15.5481724,11.9929481,15.900325,54.2379622,41.9766692,16.4094684,1.2493568,1.2493568,26.9445283,21.2856278,83.1798448,12.6839834,35.7260808,62.2386013,23.4328156,45.4682062,17.4357311,1.5875327,15.9740942,12.0818247,15.6595122,55.2423505,41.9067603,15.6245945
21,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0849198,1.0950034,26.6933223,21.0643762,83.4604882,12.0896827,36.4926089,62.7920724,23.067322,45.8461358,17.5655297,1.6093653,15.5481724,11.9929481,15.900325,54.2379622,41.9766692,16.4094684,1.2493568,1.2493568,26.9445283,21.2856278,83.1798448,12.6839834,35.7260808,62.2386013,23.4328156,45.4682062,17.4357311,1.5875327,15.9740942,12.0818247,15.6595122,55.2423505,41.9067603,15.6245945,1.2299043,1.2299043,27.0987256,21.5026164,83.1386228,12.9047542,36.1403498,62.2567669,23.3185491,45.4940568,17.4068723,1.9049019,15.8903369,12.6049645,15.3859186,55.0667361,40.9173298,13.3207935
22,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2493568,1.2493568,26.9445283,21.2856278,83.1798448,12.6839834,35.7260808,62.2386013,23.4328156,45.4682062,17.4357311,1.5875327,15.9740942,12.0818247,15.6595122,55.2423505,41.9067603,15.6245945,1.2299043,1.2299043,27.0987256,21.5026164,83.1386228,12.9047542,36.1403498,62.2567669,23.3185491,45.4940568,17.4068723,1.9049019,15.8903369,12.6049645,15.3859186,55.0667361,40.9173298,13.3207935,1.1044187,1.1174677,27.362495,22.0422845,83.343072,12.7142142,35.9662139,62.2060631,22.6763486,45.0262487,17.4544574,1.9713355,16.1228528,13.1612834,15.6727084,55.520129,41.6642733,14.2595263
23,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2299043,1.2299043,27.0987256,21.5026164,83.1386228,12.9047542,36.1403498,62.2567669,23.3185491,45.4940568,17.4068723,1.9049019,15.8903369,12.6049645,15.3859186,55.0667361,40.9173298,13.3207935,1.1044187,1.1174677,27.362495,22.0422845,83.343072,12.7142142,35.9662139,62.2060631,22.6763486,45.0262487,17.4544574,1.9713355,16.1228528,13.1612834,15.6727084,55.520129,41.6642733,14.2595263,1.1080274,1.1295084,27.4962481,22.3672801,83.6434188,12.8795574,37.1971015,62.6483141,22.9888071,45.577715,17.9603673,2.0501059,16.1538464,13.4254884,16.1444435,55.356609,42.1108492,16.496464
24,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1044187,1.1174677,27.362495,22.0422845,83.343072,12.7142142,35.9662139,62.2060631,22.6763486,45.0262487,17.4544574,1.9713355,16.1228528,13.1612834,15.6727084,55.520129,41.6642733,14.2595263,1.1080274,1.1295084,27.4962481,22.3672801,83.6434188,12.8795574,37.1971015,62.6483141,22.9888071,45.577715,17.9603673,2.0501059,16.1538464,13.4254884,16.1444435,55.356609,42.1108492,16.496464,1.064451,1.0791388,27.140593,21.89711,82.8547609,13.3569093,37.8968533,62.1035094,23.1613584,45.0001152,18.2242645,2.0781598,15.7950419,13.2040045,16.4090108,55.0521704,42.0650545,16.0898083
25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1080274,1.1295084,27.4962481,22.3672801,83.6434188,12.8795574,37.1971015,62.6483141,22.9888071,45.577715,17.9603673,2.0501059,16.1538464,13.4254884,16.1444435,55.356609,42.1108492,16.496464,1.064451,1.0791388,27.140593,21.89711,82.8547609,13.3569093,37.8968533,62.1035094,23.1613584,45.0001152,18.2242645,2.0781598,15.7950419,13.2040045,16.4090108,55.0521704,42.0650545,16.0898083,1.0396033,1.0543324,27.4909514,22.0543755,83.0250498,13.9211094,37.6989633,62.5285972,23.5792219,44.6703727,18.3758626,2.0081615,15.1928337,12.9038941,16.0875476,54.3258711,41.7602777,15.5819441
26,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.064451,1.0791388,27.140593,21.89711,82.8547609,13.3569093,37.8968533,62.1035094,23.1613584,45.0001152,18.2242645,2.0781598,15.7950419,13.2040045,16.4090108,55.0521704,42.0650545,16.0898083,1.0396033,1.0543324,27.4909514,22.0543755,83.0250498,13.9211094,37.6989633,62.5285972,23.5792219,44.6703727,18.3758626,2.0081615,15.1928337,12.9038941,16.0875476,54.3258711,41.7602777,15.5819441,1.0902134,1.133783,27.3747278,21.9393814,83.1165676,13.8636584,37.2480014,62.3289926,23.898118,44.4956329,18.2939339,2.0300035,14.9659314,13.2529109,15.9760793,53.5987202,41.6618274,15.9391573
27,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0396033,1.0543324,27.4909514,22.0543755,83.0250498,13.9211094,37.6989633,62.5285972,23.5792219,44.6703727,18.3758626,2.0081615,15.1928337,12.9038941,16.0875476,54.3258711,41.7602777,15.5819441,1.0902134,1.133783,27.3747278,21.9393814,83.1165676,13.8636584,37.2480014,62.3289926,23.898118,44.4956329,18.2939339,2.0300035,14.9659314,13.2529109,15.9760793,53.5987202,41.6618274,15.9391573,1.0271867,1.0921926,26.7788515,21.5498137,83.6075731,13.7899473,37.4269314,62.3440033,23.9098745,44.5678568,18.2734778,2.0276565,14.4335737,13.1204978,16.0506084,53.1972762,41.6689756,15.7239816
28,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0902134,1.133783,27.3747278,21.9393814,83.1165676,13.8636584,37.2480014,62.3289926,23.898118,44.4956329,18.2939339,2.0300035,14.9659314,13.2529109,15.9760793,53.5987202,41.6618274,15.9391573,1.0271867,1.0921926,26.7788515,21.5498137,83.6075731,13.7899473,37.4269314,62.3440033,23.9098745,44.5678568,18.2734778,2.0276565,14.4335737,13.1204978,16.0506084,53.1972762,41.6689756,15.7239816,0.9610832,1.0270724,26.9576104,21.946715,83.8133886,13.6053111,37.8336582,62.3480822,23.5180537,44.4863573,18.2372013,1.6698022,14.5695509,12.5566443,16.2507648,53.4180786,42.9881447,16.7839959
29,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0271867,1.0921926,26.7788515,21.5498137,83.6075731,13.7899473,37.4269314,62.3440033,23.9098745,44.5678568,18.2734778,2.0276565,14.4335737,13.1204978,16.0506084,53.1972762,41.6689756,15.7239816,0.9610832,1.0270724,26.9576104,21.946715,83.8133886,13.6053111,37.8336582,62.3480822,23.5180537,44.4863573,18.2372013,1.6698022,14.5695509,12.5566443,16.2507648,53.4180786,42.9881447,16.7839959,0.966295,1.0206231,26.5827967,21.7137885,83.3580556,13.6539257,38.295545,62.9509014,24.138554,44.8172498,18.9953627,1.6039449,14.0655626,12.026662,15.5225027,52.9612258,42.6771467,17.0325685
30,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9610832,1.0270724,26.9576104,21.946715,83.8133886,13.6053111,37.8336582,62.3480822,23.5180537,44.4863573,18.2372013,1.6698022,14.5695509,12.5566443,16.2507648,53.4180786,42.9881447,16.7839959,0.966295,1.0206231,26.5827967,21.7137885,83.3580556,13.6539257,38.295545,62.9509014,24.138554,44.8172498,18.9953627,1.6039449,14.0655626,12.026662,15.5225027,52.9612258,42.6771467,17.0325685,0.8960625,0.9420325,26.9838548,22.0622192,83.4144955,13.9280395,37.8117108,62.6174656,24.0157124,44.5621532,18.5241181,1.567109,14.018455,12.0232762,15.2180376,53.1570555,42.3472164,16.3529954
31,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.966295,1.0206231,26.5827967,21.7137885,83.3580556,13.6539257,38.295545,62.9509014,24.138554,44.8172498,18.9953627,1.6039449,14.0655626,12.026662,15.5225027,52.9612258,42.6771467,17.0325685,0.8960625,0.9420325,26.9838548,22.0622192,83.4144955,13.9280395,37.8117108,62.6174656,24.0157124,44.5621532,18.5241181,1.567109,14.018455,12.0232762,15.2180376,53.1570555,42.3472164,16.3529954,0.9032146,0.9572688,27.180321,22.4087881,83.6838866,13.7017541,36.5826185,62.8679252,23.8796927,44.7486745,18.6005731,1.5259886,13.7744423,12.0302773,14.9583454,53.2391809,41.8215133,17.3988611
