ID,label
1395,buildings
1396,glacier
1397,glacier
1398,forest
1399,glacier
139,glacier
13,mountain
1400,mountain
1401,mountain
1402,mountain
1403,sea
1404,mountain
1405,mountain
1406,mountain
1407,street
1408,street
1409,glacier
140,buildings
1410,glacier
1411,glacier
1412,street
1413,buildings
1414,street
1415,mountain
1416,mountain
1417,mountain
1418,buildings
1419,glacier
141,glacier
1420,mountain
1421,buildings
1422,street
1423,glacier
1424,sea
1425,forest
1426,mountain
1427,glacier
1428,buildings
1429,mountain
142,mountain
1430,mountain
1431,street
1432,mountain
1433,mountain
1434,mountain
1435,street
1436,mountain
1437,glacier
1438,buildings
1439,street
143,mountain
1440,mountain
1441,mountain
1442,glacier
1443,sea
1444,mountain
1445,glacier
1446,mountain
1447,sea
1448,mountain
1449,mountain
144,forest
1450,glacier
1451,glacier
1452,glacier
1453,glacier
1454,mountain
1455,forest
1456,glacier
1457,street
1458,sea
1459,mountain
145,mountain
1460,buildings
1461,mountain
1462,forest
1463,forest
1464,street
1465,mountain
1466,glacier
1467,street
1468,street
1469,forest
146,mountain
1470,sea
1471,glacier
1472,forest
1473,buildings
1474,street
1475,mountain
1476,mountain
1477,mountain
1478,sea
1479,mountain
147,mountain
1480,forest
1481,mountain
1482,glacier
1483,sea
1484,sea
1485,mountain
1486,glacier
1487,sea
1488,sea
1489,glacier
148,buildings
1490,street
1491,glacier
1492,buildings
1493,sea
1494,glacier
1495,sea
1496,street
1497,mountain
1498,forest
1499,mountain
149,sea
14,sea
1500,buildings
1501,street
1502,mountain
1503,mountain
1504,mountain
1505,mountain
1506,street
1507,mountain
1508,glacier
1509,mountain
150,buildings
1510,glacier
1511,mountain
1512,mountain
1513,sea
1514,sea
1515,street
1516,sea
1517,street
1518,glacier
1519,mountain
151,sea
1520,mountain
1521,buildings
1522,street
1523,glacier
1524,glacier
1525,glacier
1526,glacier
1527,buildings
1528,mountain
1529,glacier
152,forest
1530,mountain
1531,forest
1532,street
1533,forest
1534,forest
1535,buildings
1536,mountain
1537,forest
1538,glacier
1539,mountain
153,glacier
1540,sea
1541,sea
1542,sea
1543,buildings
1544,mountain
1545,mountain
1546,glacier
1547,buildings
1548,glacier
1549,glacier
154,glacier
1550,mountain
1551,mountain
1552,glacier
1553,glacier
1554,mountain
1555,mountain
1556,mountain
1557,sea
1558,buildings
1559,mountain
155,sea
1560,glacier
1561,glacier
1562,mountain
1563,glacier
1564,glacier
1565,buildings
1566,sea
1567,forest
1568,sea
1569,mountain
156,mountain
1570,mountain
1571,mountain
1572,buildings
1573,glacier
1574,forest
1575,glacier
1576,glacier
1577,buildings
1578,glacier
1579,mountain
157,mountain
1580,street
1581,glacier
1582,glacier
1583,mountain
1584,mountain
1585,mountain
1586,buildings
1587,glacier
1588,mountain
1589,sea
158,mountain
1590,mountain
1591,forest
1592,glacier
1593,glacier
1594,sea
1595,glacier
1596,mountain
1597,mountain
1598,mountain
1599,forest
159,mountain
15,mountain
1600,mountain
1601,mountain
1602,sea
1603,glacier
1604,forest
1605,street
1606,street
1607,mountain
1608,mountain
1609,glacier
160,glacier
1610,buildings
1611,mountain
1612,glacier
1613,buildings
1614,forest
1615,mountain
1616,glacier
1617,buildings
1618,mountain
1619,street
161,glacier
1620,buildings
1621,mountain
1622,mountain
1623,mountain
1624,sea
1625,mountain
1626,glacier
1627,street
1628,sea
1629,glacier
162,street
1630,glacier
1631,mountain
1632,mountain
1633,street
1634,mountain
1635,mountain
1636,sea
1637,glacier
1638,buildings
1639,glacier
163,sea
1640,buildings
1641,mountain
1642,glacier
1643,glacier
1644,sea
1645,glacier
1646,forest
1647,forest
1648,mountain
1649,mountain
164,sea
1650,mountain
1651,mountain
1652,forest
1653,mountain
1654,buildings
1655,glacier
1656,glacier
1657,forest
1658,buildings
1659,forest
165,mountain
1660,mountain
1661,mountain
1662,mountain
1663,mountain
1664,mountain
1665,glacier
1666,mountain
1667,mountain
1668,mountain
1669,glacier
166,sea
1670,street
1671,sea
1672,mountain
1673,glacier
1674,forest
1675,sea
1676,buildings
1677,mountain
1678,mountain
1679,mountain
167,mountain
1680,buildings
1681,forest
1682,mountain
1683,glacier
1684,glacier
1685,forest
1686,street
1687,glacier
1688,mountain
1689,glacier
168,buildings
1690,glacier
1691,mountain
1692,glacier
1693,forest
1694,glacier
1695,mountain
1696,mountain
1697,street
1698,street
1699,street
169,mountain
16,mountain
1700,buildings
1701,mountain
1702,glacier
1703,glacier
1704,mountain
1705,glacier
1706,glacier
1707,buildings
1708,buildings
1709,mountain
170,mountain
1710,glacier
1711,street
1712,street
1713,glacier
1714,glacier
1715,mountain
1716,glacier
1717,sea
1718,sea
1719,mountain
171,forest
1720,mountain
1721,buildings
1722,glacier
1723,street
1724,street
1725,glacier
1726,mountain
1727,mountain
1728,mountain
1729,mountain
172,forest
1730,mountain
1731,glacier
1732,glacier
1733,mountain
1734,glacier
1735,street
1736,mountain
1737,street
1738,street
1739,forest
173,glacier
1740,glacier
1741,glacier
1742,glacier
1743,mountain
1744,forest
1745,mountain
1746,glacier
1747,glacier
1748,mountain
1749,glacier
174,glacier
1750,mountain
1751,glacier
1752,sea
1753,glacier
1754,mountain
1755,mountain
1756,mountain
1757,mountain
1758,mountain
1759,forest
175,glacier
1760,mountain
1761,sea
1762,mountain
1763,buildings
1764,mountain
1765,glacier
1766,glacier
1767,mountain
1768,mountain
1769,mountain
176,mountain
1770,mountain
1771,street
1772,buildings
1773,buildings
1774,street
1775,mountain
1776,glacier
1777,glacier
1778,glacier
1779,glacier
177,glacier
1780,street
1781,buildings
1782,street
1783,buildings
1784,mountain
1785,mountain
1786,buildings
1787,sea
1788,street
1789,sea
178,forest
1790,glacier
1791,street
1792,street
1793,glacier
1794,glacier
1795,glacier
1796,forest
1797,glacier
1798,forest
1799,glacier
179,glacier
17,mountain
1800,sea
1801,glacier
1802,mountain
1803,buildings
1804,glacier
1805,glacier
1806,glacier
1807,glacier
1808,mountain
1809,mountain
180,mountain
1810,glacier
1811,street
1812,glacier
1813,mountain
1814,mountain
1815,forest
1816,forest
1817,glacier
1818,mountain
1819,mountain
181,glacier
1820,street
1821,mountain
1822,forest
1823,mountain
1824,sea
1825,street
1826,mountain
1827,forest
1828,forest
1829,glacier
182,sea
1830,mountain
1831,forest
1832,glacier
1833,glacier
1834,mountain
1835,glacier
1836,sea
1837,street
1838,glacier
1839,glacier
183,mountain
1840,mountain
1841,sea
1842,mountain
1843,sea
1844,glacier
1845,street
1846,buildings
1847,mountain
1848,mountain
1849,mountain
184,glacier
1850,street
1851,mountain
1852,mountain
1853,glacier
1854,street
1855,buildings
1856,glacier
1857,mountain
1858,sea
1859,glacier
185,glacier
1860,mountain
1861,mountain
1862,buildings
1863,sea
1864,glacier
1865,glacier
1866,street
1867,mountain
1868,forest
1869,mountain
186,glacier
1870,mountain
1871,mountain
1872,glacier
1873,sea
1874,sea
1875,glacier
1876,street
1877,glacier
1878,mountain
1879,mountain
187,buildings
1880,street
1881,forest
1882,mountain
1883,sea
1884,mountain
1885,mountain
1886,mountain
1887,mountain
1888,street
1889,mountain
188,mountain
1890,glacier
1891,glacier
1892,sea
1893,mountain
1894,mountain
1895,street
1896,sea
1897,mountain
1898,glacier
1899,forest
189,mountain
18,sea
1900,glacier
1901,street
1902,glacier
1903,forest
1904,mountain
1905,glacier
1906,mountain
1907,mountain
1908,sea
1909,glacier
190,glacier
1910,glacier
1911,glacier
1912,mountain
1913,forest
1914,mountain
1915,glacier
1916,forest
1917,sea
1918,sea
1919,glacier
191,glacier
1920,mountain
1921,buildings
1922,mountain
1923,sea
1924,sea
1925,buildings
1926,sea
1927,sea
1928,glacier
1929,buildings
192,mountain
1930,sea
1931,buildings
1932,forest
1933,mountain
1934,mountain
1935,glacier
1936,mountain
1937,glacier
1938,mountain
1939,mountain
193,street
1940,mountain
1941,glacier
1942,glacier
1943,sea
1944,street
1945,buildings
1946,glacier
1947,buildings
1948,mountain
1949,glacier
194,forest
1950,mountain
1951,mountain
1952,glacier
1953,glacier
1954,mountain
1955,mountain
1956,mountain
1957,sea
1958,mountain
1959,buildings
195,glacier
1960,glacier
1961,mountain
1962,glacier
1963,mountain
1964,mountain
1965,glacier
1966,glacier
1967,mountain
1968,mountain
1969,mountain
196,glacier
1970,mountain
1971,mountain
1972,glacier
1973,mountain
1974,mountain
1975,mountain
1976,glacier
1977,buildings
1978,buildings
1979,mountain
197,forest
1980,forest
1981,mountain
1982,sea
1983,mountain
1984,glacier
1985,forest
1986,street
1987,mountain
1988,mountain
1989,mountain
198,glacier
1990,street
1991,sea
1992,glacier
1993,mountain
1994,mountain
1995,mountain
1996,street
1997,mountain
1998,mountain
1999,glacier
199,buildings
19,buildings
1,glacier
2000,sea
2001,mountain
2002,sea
2003,forest
2004,mountain
2005,mountain
2006,mountain
2007,buildings
2008,mountain
2009,glacier
200,buildings
2010,glacier
2011,mountain
2012,forest
2013,glacier
2014,street
2015,buildings
2016,glacier
2017,forest
2018,glacier
2019,buildings
201,forest
2020,street
2021,street
2022,buildings
2023,mountain
2024,glacier
2025,street
2026,sea
2027,glacier
2028,mountain
2029,mountain
202,mountain
2030,glacier
2031,mountain
2032,mountain
2033,glacier
2034,glacier
2035,sea
2036,street
2037,mountain
2038,forest
2039,mountain
203,mountain
2040,buildings
2041,glacier
2042,mountain
2043,mountain
2044,glacier
2045,sea
2046,mountain
2047,glacier
2048,mountain
2049,mountain
204,forest
2050,street
2051,glacier
2052,forest
2053,mountain
2054,mountain
2055,buildings
2056,glacier
2057,mountain
2058,glacier
2059,street
205,mountain
2060,glacier
2061,mountain
2062,forest
2063,mountain
2064,glacier
2065,sea
2066,glacier
2067,mountain
2068,buildings
2069,glacier
206,mountain
2070,glacier
2071,glacier
2072,glacier
2073,street
2074,street
2075,forest
2076,mountain
2077,glacier
2078,glacier
2079,buildings
207,glacier
2080,street
2081,sea
2082,forest
2083,street
2084,buildings
2085,glacier
2086,mountain
2087,buildings
2088,mountain
2089,street
208,mountain
2090,glacier
2091,glacier
2092,forest
2093,street
2094,mountain
2095,sea
2096,mountain
2097,glacier
2098,glacier
2099,glacier
209,buildings
20,street
2100,mountain
2101,forest
2102,sea
2103,buildings
2104,street
2105,glacier
2106,mountain
2107,forest
2108,mountain
2109,buildings
210,mountain
2110,mountain
2111,glacier
2112,glacier
2113,forest
2114,mountain
2115,glacier
2116,mountain
2117,mountain
2118,glacier
2119,glacier
211,sea
2120,mountain
2121,forest
2122,mountain
2123,glacier
2124,buildings
2125,mountain
2126,glacier
2127,mountain
2128,glacier
2129,glacier
212,street
2130,glacier
2131,glacier
2132,glacier
2133,mountain
2134,glacier
2135,mountain
2136,glacier
2137,mountain
2138,street
2139,buildings
213,forest
2140,mountain
2141,buildings
2142,glacier
2143,glacier
2144,buildings
2145,street
2146,forest
2147,sea
2148,glacier
2149,glacier
214,glacier
2150,street
2151,glacier
2152,mountain
2153,sea
2154,glacier
2155,mountain
2156,glacier
2157,mountain
2158,forest
2159,street
215,glacier
2160,mountain
2161,mountain
2162,buildings
2163,forest
2164,glacier
2165,sea
2166,glacier
2167,street
2168,mountain
2169,sea
216,glacier
2170,glacier
2171,mountain
2172,glacier
2173,sea
2174,sea
2175,mountain
2176,sea
2177,glacier
2178,buildings
2179,glacier
217,glacier
2180,sea
2181,glacier
2182,mountain
2183,mountain
2184,glacier
2185,street
2186,glacier
2187,mountain
2188,glacier
2189,glacier
218,glacier
2190,street
2191,sea
2192,glacier
2193,glacier
2194,sea
2195,buildings
2196,glacier
2197,mountain
2198,street
2199,forest
219,mountain
21,mountain
220,glacier
221,street
222,mountain
223,street
224,glacier
225,sea
226,street
227,glacier
228,mountain
229,mountain
22,buildings
230,glacier
231,buildings
232,glacier
233,mountain
234,forest
235,buildings
236,glacier
237,glacier
238,mountain
239,glacier
23,street
240,glacier
241,mountain
242,glacier
243,glacier
244,mountain
245,mountain
246,street
247,forest
248,buildings
249,glacier
24,mountain
250,glacier
251,street
252,mountain
253,glacier
254,buildings
255,glacier
256,forest
257,mountain
258,buildings
259,forest
25,mountain
260,street
261,mountain
262,mountain
263,glacier
264,glacier
265,mountain
266,mountain
267,mountain
268,mountain
269,mountain
26,glacier
270,glacier
271,mountain
272,forest
273,glacier
274,glacier
275,mountain
276,glacier
277,mountain
278,glacier
279,glacier
27,street
280,street
281,mountain
282,buildings
283,sea
284,sea
285,glacier
286,glacier
287,mountain
288,glacier
289,glacier
28,buildings
290,glacier
291,mountain
292,glacier
293,mountain
294,forest
295,street
296,mountain
297,glacier
298,mountain
299,forest
29,mountain
2,forest
300,buildings
301,sea
302,mountain
303,street
304,mountain
305,glacier
306,glacier
307,glacier
308,sea
309,glacier
30,buildings
310,mountain
311,mountain
312,sea
313,sea
314,mountain
315,buildings
316,buildings
317,glacier
318,glacier
319,forest
31,mountain
320,glacier
321,mountain
322,mountain
323,mountain
324,mountain
325,sea
326,buildings
327,mountain
328,mountain
329,mountain
32,forest
330,mountain
331,forest
332,mountain
333,glacier
334,glacier
335,mountain
336,glacier
337,street
338,buildings
339,glacier
33,street
340,glacier
341,sea
342,buildings
343,mountain
344,glacier
345,sea
346,mountain
347,glacier
348,glacier
349,mountain
34,sea
350,sea
351,mountain
352,sea
353,street
354,forest
355,mountain
356,mountain
357,glacier
358,mountain
359,mountain
35,buildings
360,street
361,forest
362,sea
363,glacier
364,mountain
365,street
366,glacier
367,forest
368,forest
369,glacier
36,glacier
370,sea
371,glacier
372,mountain
373,buildings
374,glacier
375,glacier
376,street
377,sea
378,buildings
379,sea
37,mountain
380,glacier
381,glacier
382,mountain
383,sea
384,mountain
385,glacier
386,forest
387,mountain
388,mountain
389,glacier
38,glacier
390,forest
391,mountain
392,forest
393,street
394,forest
395,forest
396,forest
397,forest
398,mountain
399,mountain
39,street
3,sea
400,glacier
401,forest
402,forest
403,mountain
404,sea
405,mountain
406,street
407,buildings
408,mountain
409,mountain
40,mountain
410,glacier
411,forest
412,forest
413,glacier
414,sea
415,mountain
416,glacier
417,mountain
418,glacier
419,glacier
41,mountain
420,mountain
421,mountain
422,sea
423,forest
424,mountain
425,mountain
426,mountain
427,mountain
428,buildings
429,street
42,street
430,glacier
431,mountain
432,mountain
433,buildings
434,glacier
435,mountain
436,glacier
437,mountain
438,sea
439,buildings
43,mountain
440,mountain
441,buildings
442,sea
443,forest
444,glacier
445,glacier
446,forest
447,sea
448,forest
449,glacier
44,mountain
450,mountain
451,forest
452,forest
453,glacier
454,glacier
455,mountain
456,street
457,forest
458,mountain
459,forest
45,buildings
460,forest
461,glacier
462,glacier
463,mountain
464,glacier
465,glacier
466,glacier
467,glacier
468,mountain
469,mountain
46,glacier
470,glacier
471,sea
472,glacier
473,mountain
474,sea
475,glacier
476,sea
477,mountain
478,mountain
479,sea
47,buildings
480,glacier
481,glacier
482,forest
483,mountain
484,mountain
485,sea
486,mountain
487,mountain
488,sea
489,glacier
48,glacier
490,forest
491,street
492,mountain
493,forest
494,mountain
495,forest
496,mountain
497,glacier
498,mountain
499,glacier
49,street
4,glacier
500,glacier
501,mountain
502,buildings
503,glacier
504,mountain
505,buildings
506,sea
507,mountain
508,mountain
509,mountain
50,glacier
510,mountain
511,mountain
512,glacier
513,buildings
514,mountain
515,mountain
516,forest
517,sea
518,street
519,mountain
51,street
520,mountain
521,mountain
522,glacier
523,mountain
524,buildings
525,glacier
526,buildings
527,glacier
528,mountain
529,glacier
52,buildings
530,buildings
531,mountain
532,glacier
533,glacier
534,glacier
535,sea
536,glacier
537,street
538,mountain
539,glacier
53,glacier
540,forest
541,mountain
542,glacier
543,mountain
544,mountain
545,street
546,glacier
547,street
548,glacier
549,mountain
54,glacier
550,glacier
551,glacier
552,forest
553,mountain
554,glacier
555,mountain
556,glacier
557,mountain
558,mountain
559,buildings
55,sea
560,mountain
561,mountain
562,buildings
563,mountain
564,glacier
565,mountain
566,mountain
567,mountain
568,forest
569,street
56,sea
570,glacier
571,mountain
572,sea
573,glacier
574,mountain
575,mountain
576,glacier
577,buildings
578,forest
579,glacier
57,mountain
580,street
581,street
582,mountain
583,mountain
584,mountain
585,street
586,glacier
587,street
588,sea
589,glacier
58,street
590,mountain
591,mountain
592,glacier
593,forest
594,mountain
595,sea
596,mountain
597,glacier
598,buildings
599,mountain
59,buildings
5,glacier
600,sea
601,glacier
602,sea
603,mountain
604,mountain
605,forest
606,mountain
607,forest
608,forest
609,sea
60,buildings
610,glacier
611,mountain
612,street
613,street
614,glacier
615,mountain
616,sea
617,street
618,forest
619,mountain
61,mountain
620,sea
621,mountain
622,mountain
623,mountain
624,glacier
625,street
626,mountain
627,mountain
628,buildings
629,mountain
62,mountain
630,glacier
631,mountain
632,glacier
633,mountain
634,mountain
635,forest
636,street
637,sea
638,street
639,forest
63,mountain
640,forest
641,buildings
642,mountain
643,mountain
644,street
645,glacier
646,mountain
647,buildings
648,mountain
649,glacier
64,mountain
650,mountain
651,buildings
652,buildings
653,glacier
654,glacier
655,mountain
656,sea
657,buildings
658,mountain
659,mountain
65,glacier
660,forest
661,glacier
662,mountain
663,mountain
664,glacier
665,street
666,mountain
667,street
668,forest
669,mountain
66,buildings
670,forest
671,buildings
672,glacier
673,glacier
674,forest
675,mountain
676,mountain
677,forest
678,glacier
679,street
67,sea
680,mountain
681,mountain
682,glacier
683,glacier
684,street
685,forest
686,mountain
687,mountain
688,mountain
689,buildings
68,glacier
690,sea
691,glacier
692,mountain
693,sea
694,mountain
695,mountain
696,street
697,street
698,glacier
699,glacier
69,glacier
6,sea
700,forest
701,mountain
702,mountain
703,glacier
704,mountain
705,forest
706,mountain
707,glacier
708,mountain
709,mountain
70,glacier
710,glacier
711,forest
712,mountain
713,mountain
714,mountain
715,street
716,glacier
717,forest
718,mountain
719,forest
71,mountain
720,mountain
721,glacier
722,glacier
723,forest
724,mountain
725,mountain
726,mountain
727,mountain
728,forest
729,mountain
72,sea
730,glacier
731,glacier
732,mountain
733,sea
734,sea
735,glacier
736,glacier
737,sea
738,glacier
739,forest
73,mountain
740,mountain
741,mountain
742,sea
743,mountain
744,mountain
745,mountain
746,forest
747,glacier
748,street
749,glacier
74,mountain
750,mountain
751,mountain
752,mountain
753,mountain
754,forest
755,street
756,mountain
757,street
758,buildings
759,mountain
75,mountain
760,glacier
761,mountain
762,forest
763,mountain
764,street
765,mountain
766,mountain
767,sea
768,glacier
769,sea
76,mountain
770,mountain
771,buildings
772,mountain
773,forest
774,sea
775,forest
776,mountain
777,mountain
778,glacier
779,glacier
77,street
780,glacier
781,mountain
782,mountain
783,mountain
784,glacier
785,street
786,mountain
787,glacier
788,forest
789,glacier
78,mountain
790,mountain
791,buildings
792,mountain
793,street
794,mountain
795,glacier
796,mountain
797,mountain
798,glacier
799,mountain
79,mountain
7,glacier
800,glacier
801,mountain
802,forest
803,sea
804,sea
805,mountain
806,mountain
807,buildings
808,mountain
809,mountain
80,forest
810,street
811,glacier
812,buildings
813,mountain
814,mountain
815,mountain
816,glacier
817,forest
818,forest
819,mountain
81,mountain
820,glacier
821,mountain
822,mountain
823,forest
824,mountain
825,street
826,glacier
827,glacier
828,forest
829,glacier
82,glacier
830,mountain
831,glacier
832,buildings
833,mountain
834,sea
835,sea
836,glacier
837,mountain
838,street
839,glacier
83,forest
840,mountain
841,forest
842,glacier
843,buildings
844,mountain
845,street
846,mountain
847,sea
848,glacier
849,glacier
84,mountain
850,sea
851,mountain
852,street
853,sea
854,sea
855,mountain
856,mountain
857,forest
858,glacier
859,sea
85,sea
860,mountain
861,mountain
862,buildings
863,mountain
864,buildings
865,buildings
866,glacier
867,buildings
868,glacier
869,glacier
86,glacier
870,glacier
871,sea
872,street
873,sea
874,glacier
875,mountain
876,glacier
877,mountain
878,street
879,buildings
87,mountain
880,buildings
881,mountain
882,sea
883,glacier
884,forest
885,buildings
886,mountain
887,glacier
888,street
889,mountain
88,street
890,sea
891,buildings
892,glacier
893,street
894,mountain
895,mountain
896,glacier
897,mountain
898,buildings
899,glacier
89,street
8,glacier
900,mountain
901,forest
902,mountain
903,street
904,mountain
905,glacier
906,forest
907,mountain
908,street
909,sea
90,mountain
910,mountain
911,street
912,street
913,street
914,street
915,sea
916,sea
917,mountain
918,glacier
919,sea
91,sea
920,buildings
921,forest
922,forest
923,sea
924,glacier
925,mountain
926,mountain
927,mountain
928,sea
929,buildings
92,sea
930,glacier
931,mountain
932,mountain
933,mountain
934,buildings
935,mountain
936,buildings
937,glacier
938,sea
939,glacier
93,mountain
940,mountain
941,glacier
942,mountain
943,mountain
944,glacier
945,glacier
946,mountain
947,buildings
948,sea
949,sea
94,glacier
950,buildings
951,street
952,mountain
953,glacier
954,mountain
955,glacier
956,mountain
957,glacier
958,glacier
959,glacier
95,mountain
960,buildings
961,glacier
962,street
963,mountain
964,glacier
965,glacier
966,glacier
967,forest
968,mountain
969,glacier
96,forest
970,mountain
971,mountain
972,glacier
973,glacier
974,sea
975,sea
976,mountain
977,sea
978,mountain
979,buildings
97,buildings
980,glacier
981,glacier
982,glacier
983,mountain
984,mountain
985,mountain
986,glacier
987,forest
988,buildings
989,street
98,sea
990,buildings
991,forest
992,mountain
993,mountain
994,buildings
995,street
996,buildings
997,buildings
998,buildings
999,glacier
99,buildings
9,forest
