ID,label,label_id
711,buildings,0
712,sea,4
713,street,5
714,street,5
715,street,5
716,forest,1
717,sea,4
718,sea,4
719,sea,4
720,sea,4
721,glacier,2
722,forest,1
723,glacier,2
724,sea,4
725,buildings,0
726,buildings,0
727,buildings,0
728,sea,4
729,glacier,2
730,street,5
731,buildings,0
732,sea,4
733,buildings,0
734,buildings,0
735,buildings,0
736,glacier,2
737,sea,4
738,glacier,2
739,glacier,2
740,buildings,0
741,sea,4
742,buildings,0
743,forest,1
744,glacier,2
745,street,5
746,forest,1
747,sea,4
748,forest,1
749,glacier,2
750,sea,4
751,mountain,3
752,forest,1
753,buildings,0
754,glacier,2
755,street,5
756,glacier,2
757,street,5
758,forest,1
759,forest,1
760,sea,4
761,buildings,0
762,street,5
763,buildings,0
764,street,5
765,buildings,0
766,glacier,2
767,sea,4
768,glacier,2
769,street,5
770,buildings,0
771,forest,1
772,sea,4
773,sea,4
774,glacier,2
775,street,5
776,glacier,2
777,street,5
778,forest,1
779,glacier,2
780,forest,1
781,mountain,3
782,sea,4
783,glacier,2
784,street,5
785,forest,1
786,sea,4
787,glacier,2
788,glacier,2
789,buildings,0
790,buildings,0
791,sea,4
792,forest,1
793,forest,1
794,sea,4
795,sea,4
796,glacier,2
797,street,5
798,mountain,3
799,sea,4
800,sea,4
801,sea,4
802,buildings,0
803,buildings,0
804,sea,4
805,sea,4
806,mountain,3
807,sea,4
808,sea,4
809,glacier,2
810,forest,1
811,forest,1
812,forest,1
813,sea,4
814,glacier,2
815,street,5
816,street,5
817,buildings,0
818,buildings,0
819,glacier,2
820,forest,1
821,forest,1
822,buildings,0
823,buildings,0
824,forest,1
825,buildings,0
826,street,5
827,forest,1
828,street,5
829,street,5
830,sea,4
831,buildings,0
832,sea,4
833,glacier,2
834,glacier,2
835,mountain,3
836,buildings,0
837,buildings,0
838,buildings,0
839,buildings,0
840,buildings,0
841,glacier,2
842,buildings,0
843,buildings,0
844,buildings,0
845,forest,1
846,glacier,2
847,forest,1
848,buildings,0
849,buildings,0
850,forest,1
851,glacier,2
852,forest,1
853,buildings,0
854,forest,1
855,forest,1
856,sea,4
857,street,5
858,forest,1
859,glacier,2
860,street,5
861,buildings,0
862,mountain,3
863,glacier,2
864,street,5
865,street,5
866,sea,4
867,sea,4
868,forest,1
869,street,5
870,street,5
871,street,5
872,glacier,2
873,buildings,0
874,forest,1
875,glacier,2
876,street,5
877,street,5
878,sea,4
879,glacier,2
880,glacier,2
881,buildings,0
882,buildings,0
883,buildings,0
884,buildings,0
885,glacier,2
886,forest,1
887,glacier,2
888,glacier,2
889,buildings,0
890,sea,4
891,sea,4
892,sea,4
893,sea,4
894,street,5
895,glacier,2
896,street,5
897,glacier,2
898,sea,4
899,sea,4
900,forest,1
901,street,5
902,glacier,2
903,glacier,2
904,forest,1
905,mountain,3
906,forest,1
907,buildings,0
908,street,5
909,forest,1
910,glacier,2
911,forest,1
912,glacier,2
913,sea,4
914,sea,4
915,forest,1
916,mountain,3
917,street,5
918,buildings,0
919,sea,4
920,sea,4
921,glacier,2
922,sea,4
923,sea,4
924,buildings,0
925,forest,1
926,glacier,2
927,glacier,2
928,sea,4
929,buildings,0
930,glacier,2
931,forest,1
932,forest,1
933,glacier,2
934,street,5
935,street,5
936,glacier,2
937,street,5
938,street,5
939,glacier,2
940,forest,1
941,buildings,0
942,sea,4
943,buildings,0
944,forest,1
945,street,5
946,glacier,2
947,buildings,0
948,glacier,2
949,buildings,0
950,buildings,0
951,buildings,0
952,buildings,0
953,sea,4
954,sea,4
955,buildings,0
956,buildings,0
957,buildings,0
958,street,5
959,sea,4
960,buildings,0
961,sea,4
962,buildings,0
963,buildings,0
964,buildings,0
965,glacier,2
966,buildings,0
967,forest,1
968,street,5
969,buildings,0
970,street,5
971,buildings,0
972,forest,1
973,sea,4
974,glacier,2
975,street,5
976,forest,1
977,street,5
978,glacier,2
979,sea,4
980,street,5
981,sea,4
982,sea,4
983,forest,1
984,forest,1
985,sea,4
986,buildings,0
987,forest,1
988,buildings,0
989,buildings,0
990,street,5
991,glacier,2
992,street,5
993,glacier,2
994,glacier,2
995,buildings,0
996,street,5
997,forest,1
998,glacier,2
999,street,5
1000,sea,4
1001,forest,1
1002,glacier,2
1003,buildings,0
1004,forest,1
1005,glacier,2
1006,forest,1
1007,buildings,0
1008,street,5
1009,buildings,0
1010,forest,1
1011,street,5
1012,forest,1
1013,buildings,0
1014,street,5
1015,glacier,2
1016,street,5
1017,sea,4
1018,glacier,2
1019,buildings,0
1020,street,5
1021,buildings,0
1022,mountain,3
1023,street,5
1024,buildings,0
1025,sea,4
1026,buildings,0
1027,forest,1
1028,glacier,2
1029,sea,4
1030,sea,4
1031,glacier,2
1032,glacier,2
1033,buildings,0
1034,sea,4
1035,mountain,3
1036,sea,4
1037,glacier,2
1038,forest,1
1039,glacier,2
1040,forest,1
1041,forest,1
1042,street,5
1043,glacier,2
1044,buildings,0
1045,buildings,0
1046,glacier,2
1047,street,5
1048,glacier,2
1049,buildings,0
1050,street,5
1051,buildings,0
1052,street,5
1053,buildings,0
1054,glacier,2
1055,street,5
1056,buildings,0
1057,buildings,0
1058,street,5
1059,glacier,2
1060,street,5
1061,sea,4
1062,forest,1
1063,street,5
1064,forest,1
1065,sea,4
1066,mountain,3
1067,sea,4
1068,forest,1
1069,buildings,0
1070,sea,4
1071,street,5
1072,sea,4
1073,street,5
1074,street,5
1075,forest,1
1076,buildings,0
1077,mountain,3
1078,mountain,3
1079,mountain,3
1080,forest,1
1081,glacier,2
1082,street,5
1083,forest,1
1084,street,5
1085,mountain,3
1086,buildings,0
1087,street,5
1088,buildings,0
1089,buildings,0
1090,forest,1
1091,sea,4
1092,forest,1
1093,street,5
1094,sea,4
1095,forest,1
1096,street,5
1097,buildings,0
1098,street,5
1099,buildings,0
1100,buildings,0
1101,street,5
1102,glacier,2
1103,glacier,2
1104,glacier,2
1105,forest,1
1106,sea,4
1107,street,5
1108,sea,4
1109,sea,4
1110,forest,1
1111,sea,4
1112,buildings,0
1113,forest,1
1114,glacier,2
1115,glacier,2
1116,street,5
1117,forest,1
1118,forest,1
1119,street,5
1120,forest,1
1121,street,5
1122,sea,4
1123,sea,4
1124,glacier,2
1125,mountain,3
1126,glacier,2
1127,glacier,2
1128,buildings,0
1129,forest,1
1130,sea,4
1131,sea,4
1132,forest,1
1133,street,5
1134,sea,4
1135,street,5
1136,glacier,2
1137,glacier,2
1138,sea,4
1139,street,5
1140,forest,1
1141,sea,4
1142,buildings,0
1143,glacier,2
1144,street,5
1145,glacier,2
1146,street,5
1147,forest,1
1148,sea,4
1149,sea,4
1150,forest,1
1151,buildings,0
1152,glacier,2
1153,street,5
1154,mountain,3
1155,forest,1
1156,street,5
1157,street,5
1158,sea,4
1159,forest,1
1160,glacier,2
1161,mountain,3
1162,glacier,2
1163,buildings,0
1164,sea,4
1165,buildings,0
1166,street,5
1167,street,5
1168,street,5
1169,forest,1
1170,forest,1
1171,sea,4
1172,street,5
1173,street,5
1174,glacier,2
1175,forest,1
1176,street,5
1177,sea,4
1178,glacier,2
1179,buildings,0
1180,street,5
1181,forest,1
1182,street,5
1183,forest,1
1184,buildings,0
1185,forest,1
1186,sea,4
1187,sea,4
1188,street,5
1189,sea,4
1190,sea,4
1191,buildings,0
1192,sea,4
1193,buildings,0
1194,glacier,2
1195,street,5
1196,glacier,2
1197,forest,1
1198,buildings,0
1199,forest,1
1200,street,5
1201,buildings,0
1202,forest,1
1203,sea,4
1204,buildings,0
1205,buildings,0
1206,glacier,2
1207,forest,1
1208,sea,4
1209,glacier,2
1210,forest,1
1211,sea,4
1212,street,5
1213,buildings,0
1214,mountain,3
1215,street,5
1216,buildings,0
1217,sea,4
1218,glacier,2
1219,street,5
1220,forest,1
1221,mountain,3
1222,mountain,3
1223,sea,4
1224,mountain,3
1225,buildings,0
1226,buildings,0
1227,street,5
1228,buildings,0
1229,sea,4
1230,glacier,2
1231,buildings,0
1232,glacier,2
1233,mountain,3
1234,glacier,2
1235,mountain,3
1236,buildings,0
1237,buildings,0
1238,buildings,0
1239,sea,4
1240,glacier,2
1241,street,5
1242,street,5
1243,forest,1
1244,buildings,0
1245,sea,4
1246,buildings,0
1247,forest,1
1248,street,5
1249,sea,4
1250,forest,1
1251,street,5
1252,forest,1
1253,sea,4
1254,sea,4
1255,sea,4
1256,forest,1
1257,buildings,0
1258,street,5
1259,street,5
1260,forest,1
1261,glacier,2
1262,sea,4
1263,glacier,2
1264,sea,4
1265,street,5
1266,forest,1
1267,buildings,0
1268,forest,1
1269,street,5
1270,forest,1
1271,street,5
1272,street,5
1273,street,5
1274,glacier,2
1275,buildings,0
1276,sea,4
1277,buildings,0
1278,sea,4
1279,sea,4
1280,street,5
1281,buildings,0
1282,sea,4
1283,street,5
1284,sea,4
1285,street,5
1286,buildings,0
1287,glacier,2
1288,forest,1
1289,glacier,2
1290,street,5
1291,buildings,0
1292,sea,4
1293,forest,1
1294,sea,4
1295,sea,4
1296,street,5
1297,sea,4
1298,buildings,0
1299,glacier,2
1300,forest,1
1301,mountain,3
1302,buildings,0
1303,glacier,2
1304,street,5
1305,sea,4
1306,sea,4
1307,glacier,2
1308,street,5
1309,forest,1
1310,forest,1
1311,sea,4
1312,buildings,0
1313,glacier,2
1314,buildings,0
1315,sea,4
1316,buildings,0
1317,sea,4
1318,glacier,2
1319,buildings,0
1320,street,5
1321,buildings,0
1322,forest,1
1323,street,5
1324,sea,4
1325,street,5
1326,street,5
1327,forest,1
1328,sea,4
1329,glacier,2
1330,sea,4
1331,sea,4
1332,street,5
1333,street,5
1334,sea,4
1335,forest,1
1336,glacier,2
1337,buildings,0
1338,forest,1
1339,glacier,2
1340,street,5
1341,street,5
1342,buildings,0
1343,mountain,3
1344,street,5
1345,forest,1
1346,forest,1
1347,buildings,0
1348,sea,4
1349,buildings,0
1350,glacier,2
1351,glacier,2
1352,glacier,2
1353,street,5
1354,sea,4
1355,sea,4
1356,street,5
1357,glacier,2
1358,street,5
1359,glacier,2
1360,glacier,2
1361,street,5
1362,glacier,2
1363,buildings,0
1364,forest,1
1365,sea,4
1366,buildings,0
1367,sea,4
1368,forest,1
1369,sea,4
1370,street,5
1371,sea,4
1372,street,5
1373,buildings,0
1374,buildings,0
1375,forest,1
1376,buildings,0
1377,glacier,2
1378,street,5
1379,street,5
1380,forest,1
1381,street,5
1382,glacier,2
1383,sea,4
1384,forest,1
1385,street,5
1386,glacier,2
1387,street,5
1388,sea,4
1389,glacier,2
1390,mountain,3
1391,forest,1
1392,glacier,2
1393,street,5
1394,mountain,3
1395,mountain,3
1396,forest,1
1397,street,5
1398,sea,4
1399,street,5
1400,mountain,3
1401,glacier,2
1402,mountain,3
1403,street,5
1404,glacier,2
1405,mountain,3
1406,glacier,2
1407,sea,4
1408,sea,4
1409,forest,1
1410,sea,4
1411,mountain,3
1412,buildings,0
1413,glacier,2
1414,glacier,2
1415,forest,1
1416,buildings,0
1417,buildings,0
1418,forest,1
1419,sea,4
1420,forest,1
1421,mountain,3
1422,forest,1
1423,buildings,0
1424,forest,1
1425,glacier,2
1426,forest,1
1427,sea,4
1428,sea,4
1429,glacier,2
1430,buildings,0
1431,buildings,0
1432,glacier,2
1433,sea,4
1434,street,5
1435,street,5
1436,street,5
1437,mountain,3
1438,forest,1
1439,sea,4
1440,sea,4
1441,buildings,0
1442,sea,4
1443,sea,4
1444,glacier,2
1445,sea,4
1446,street,5
1447,buildings,0
1448,glacier,2
1449,forest,1
1450,street,5
1451,sea,4
1452,buildings,0
1453,sea,4
1454,sea,4
1455,forest,1
1456,forest,1
1457,street,5
1458,street,5
1459,forest,1
1460,glacier,2
1461,sea,4
1462,sea,4
1463,sea,4
1464,street,5
1465,sea,4
1466,buildings,0
1467,forest,1
1468,forest,1
1469,buildings,0
1470,forest,1
1471,sea,4
1472,forest,1
1473,street,5
1474,buildings,0
1475,street,5
1476,street,5
1477,glacier,2
1478,sea,4
1479,sea,4
1480,buildings,0
1481,street,5
1482,forest,1
1483,mountain,3
1484,street,5
1485,glacier,2
1486,mountain,3
1487,street,5
1488,glacier,2
1489,sea,4
1490,glacier,2
1491,glacier,2
1492,street,5
1493,street,5
1494,glacier,2
1495,glacier,2
1496,glacier,2
1497,sea,4
1498,mountain,3
1499,street,5
1500,buildings,0
1501,street,5
1502,street,5
1503,glacier,2
1504,glacier,2
1505,forest,1
1506,mountain,3
1507,sea,4
1508,sea,4
1509,forest,1
1510,glacier,2
1511,glacier,2
1512,sea,4
1513,forest,1
1514,sea,4
1515,street,5
1516,mountain,3
1517,glacier,2
1518,sea,4
1519,buildings,0
1520,glacier,2
1521,glacier,2
1522,forest,1
1523,mountain,3
1524,sea,4
1525,forest,1
1526,glacier,2
1527,street,5
1528,sea,4
1529,buildings,0
1530,glacier,2
1531,glacier,2
1532,glacier,2
1533,buildings,0
1534,forest,1
1535,forest,1
1536,forest,1
1537,street,5
1538,street,5
1539,sea,4
1540,forest,1
1541,glacier,2
1542,forest,1
1543,street,5
1544,sea,4
1545,buildings,0
1546,glacier,2
1547,buildings,0
1548,glacier,2
1549,sea,4
1550,glacier,2
1551,buildings,0
1552,forest,1
1553,forest,1
1554,sea,4
1555,sea,4
1556,street,5
1557,street,5
1558,forest,1
1559,street,5
1560,forest,1
1561,glacier,2
1562,street,5
1563,street,5
1564,forest,1
1565,forest,1
1566,glacier,2
1567,forest,1
1568,sea,4
1569,buildings,0
1570,street,5
1571,glacier,2
1572,buildings,0
1573,buildings,0
1574,mountain,3
1575,forest,1
1576,buildings,0
1577,forest,1
1578,street,5
1579,glacier,2
1580,sea,4
1581,buildings,0
1582,street,5
1583,glacier,2
1584,street,5
1585,glacier,2
1586,glacier,2
1587,forest,1
1588,glacier,2
1589,glacier,2
1590,mountain,3
1591,forest,1
1592,street,5
1593,sea,4
1594,sea,4
1595,sea,4
1596,street,5
1597,sea,4
1598,buildings,0
1599,forest,1
1600,buildings,0
1601,forest,1
1602,forest,1
1603,forest,1
1604,sea,4
1605,sea,4
1606,buildings,0
1607,forest,1
1608,glacier,2
1609,sea,4
1610,buildings,0
1611,street,5
1612,mountain,3
1613,buildings,0
1614,forest,1
1615,buildings,0
1616,sea,4
1617,forest,1
1618,glacier,2
1619,forest,1
1620,mountain,3
1621,buildings,0
1622,sea,4
1623,street,5
1624,street,5
1625,forest,1
1626,forest,1
1627,sea,4
1628,street,5
1629,forest,1
1630,street,5
1631,glacier,2
1632,forest,1
1633,glacier,2
1634,glacier,2
1635,sea,4
1636,sea,4
1637,street,5
1638,sea,4
1639,glacier,2
1640,sea,4
1641,buildings,0
1642,glacier,2
1643,sea,4
1644,street,5
1645,sea,4
1646,glacier,2
1647,glacier,2
1648,buildings,0
1649,sea,4
1650,buildings,0
1651,street,5
1652,street,5
1653,buildings,0
1654,street,5
1655,forest,1
1656,street,5
1657,glacier,2
1658,forest,1
1659,forest,1
1660,sea,4
1661,glacier,2
1662,buildings,0
1663,sea,4
1664,glacier,2
1665,glacier,2
1666,sea,4
1667,forest,1
1668,buildings,0
1669,glacier,2
1670,sea,4
1671,glacier,2
1672,sea,4
1673,buildings,0
1674,street,5
1675,mountain,3
1676,forest,1
1677,buildings,0
1678,glacier,2
1679,sea,4
1680,glacier,2
1681,street,5
1682,glacier,2
1683,street,5
1684,sea,4
1685,glacier,2
1686,sea,4
1687,forest,1
1688,forest,1
1689,street,5
1690,mountain,3
1691,sea,4
1692,forest,1
1693,forest,1
1694,street,5
1695,street,5
1696,buildings,0
1697,street,5
1698,forest,1
1699,buildings,0
1700,sea,4
1701,sea,4
1702,buildings,0
1703,forest,1
1704,forest,1
1705,forest,1
1706,glacier,2
1707,street,5
1708,glacier,2
1709,street,5
1710,forest,1
1711,sea,4
1712,forest,1
1713,street,5
1714,sea,4
1715,forest,1
1716,forest,1
1717,forest,1
1718,street,5
1719,sea,4
1720,forest,1
1721,street,5
1722,street,5
1723,forest,1
1724,glacier,2
1725,sea,4
1726,forest,1
1727,glacier,2
1728,sea,4
1729,forest,1
1730,street,5
1731,forest,1
1732,buildings,0
1733,street,5
1734,glacier,2
1735,forest,1
1736,glacier,2
1737,glacier,2
1738,glacier,2
1739,buildings,0
1740,buildings,0
1741,buildings,0
1742,buildings,0
1743,forest,1
1744,glacier,2
1745,glacier,2
1746,sea,4
1747,forest,1
1748,buildings,0
1749,sea,4
1750,glacier,2
1751,glacier,2
1752,street,5
1753,sea,4
1754,buildings,0
1755,forest,1
1756,mountain,3
1757,street,5
1758,buildings,0
1759,sea,4
1760,buildings,0
1761,forest,1
1762,glacier,2
1763,street,5
1764,buildings,0
1765,street,5
1766,forest,1
1767,street,5
1768,forest,1
1769,mountain,3
1770,sea,4
1771,street,5
1772,forest,1
1773,forest,1
1774,forest,1
1775,forest,1
1776,sea,4
1777,mountain,3
1778,sea,4
1779,street,5
1780,forest,1
1781,street,5
1782,buildings,0
1783,sea,4
1784,sea,4
1785,forest,1
1786,sea,4
1787,street,5
1788,forest,1
1789,sea,4
1790,sea,4
1791,buildings,0
1792,glacier,2
1793,street,5
1794,buildings,0
1795,street,5
1796,forest,1
1797,sea,4
1798,buildings,0
1799,buildings,0
1800,forest,1
1801,street,5
1802,forest,1
1803,sea,4
1804,forest,1
1805,forest,1
1806,buildings,0
1807,buildings,0
1808,street,5
1809,glacier,2
1810,glacier,2
1811,buildings,0
1812,buildings,0
1813,sea,4
1814,sea,4
1815,street,5
1816,sea,4
1817,forest,1
1818,buildings,0
